Ensembl_ID	start	end	gene_name	chromosome
ENSG00000242001	125681305	125681453	AF186996.2	3
ENSG00000234458	125703349	125704312	OR7E130P	3
ENSG00000243429	125712139	125713045	OR7E29P	3
ENSG00000264910	58543299	58543578	RN7SL525P	19
ENSG00000110717	68030617	68036644	NDUFS8	11
ENSG00000228963	125724539	125725445	OR7E93P	3
ENSG00000239978	125734295	125735198	OR7E53P	3
ENSG00000179170	125747084	125748098	OR7E97P	3
ENSG00000239432	125756086	125756462	AF186996.1	3
ENSG00000284624	125766516	125852936	AC092902.4	3
ENSG00000284660	125766601	125766818	AC092902.5	3
ENSG00000272840	125774714	125797953	AC092902.2	3
ENSG00000239804	125787888	125788146	AC092902.1	3
ENSG00000221737	125790404	125790552	MIR548I1	3
ENSG00000242229	125795106	125795885	RPS3AP14	3
ENSG00000287617	125799887	125800616	AC092902.6	3
ENSG00000173406	56994778	58546734	DAB1	1
ENSG00000241346	125816082	125816286	SNRPCP11	3
ENSG00000241288	125827238	125916384	LINC02614	3
ENSG00000130726	58544064	58550722	TRIM28	19
ENSG00000286248	121177919	121191477	AC069209.2	12
ENSG00000274029	121190868	121191518	AC069209.1	12
ENSG00000227935	57386576	57387450	AL390243.1	1
ENSG00000236888	57605847	57606206	RPS20P5	1
ENSG00000226759	57860532	57880905	DAB1-AS1	1
ENSG00000241278	125848223	125909372	ENPP7P4	3
ENSG00000248787	125907765	125916360	AC092903.2	3
ENSG00000284293	68032864	68032922	MIR7113	11
ENSG00000284435	68033897	68033981	MIR4691	11
ENSG00000171084	125916620	125930024	FAM86JP	3
ENSG00000229887	58047889	58049335	HNRNPA1P6	1
ENSG00000189366	125929275	125937039	ALG1L	3
ENSG00000223416	58056133	58056480	RPS26P15	1
ENSG00000235038	58060139	58080274	AL445193.2	1
ENSG00000230546	58084419	58084559	AL445193.1	1
ENSG00000241439	125958556	125958817	AC092903.1	3
ENSG00000233216	58228682	58229003	AL357373.1	1
ENSG00000162600	58415384	58546802	OMA1	1
ENSG00000286918	58546168	58563897	AL035411.3	1
ENSG00000270209	58552913	58553333	AL035411.2	1
ENSG00000264128	58565631	58565932	RN7SL713P	1
ENSG00000114547	125969160	125983454	ROPN1B	3
ENSG00000184292	58575433	58577252	TACSTD2	1
ENSG00000185839	58630841	58631530	AL035411.1	1
ENSG00000275924	58550285	58550376	MIR6807	19
ENSG00000130724	58551566	58555105	CHMP2A	19
ENSG00000162601	58643440	58700077	MYSM1	1
ENSG00000169679	110637528	110678063	BUB1	2
ENSG00000110719	68039025	68050895	TCIRG1	11
ENSG00000283445	58715609	58771295	AL136985.3	1
ENSG00000177606	58776845	58784048	JUN	1
ENSG00000234807	58785128	58901109	LINC01135	1
ENSG00000235881	110709575	110716595	AC114776.1	2
ENSG00000135124	121209861	121234106	P2RX4	12
ENSG00000272226	58812808	58813342	AL136985.2	1
ENSG00000231740	58838448	58851254	AL136985.1	1
ENSG00000130725	58555712	58558954	UBE2M	19
ENSG00000232453	58882868	58931897	LINC02777	1
ENSG00000275022	68044794	68044957	MIR6753	11
ENSG00000255031	68050740	68053762	AP002807.1	11
ENSG00000267858	58559129	58574797	MZF1-AS1	19
ENSG00000237352	58933643	59240555	LINC01358	1
ENSG00000099326	58561931	58573575	MZF1	19
ENSG00000228121	58999676	59000494	PHBP3	1
ENSG00000241042	59054397	59056049	AL592431.2	1
ENSG00000235215	59055999	59078116	AL592431.1	1
ENSG00000110721	68052859	68121444	CHKA	11
ENSG00000224609	59131932	59296491	HSD52	1
ENSG00000213753	58573503	58605223	CENPBD1P1	19
ENSG00000286104	58575445	58601316	AC016629.3	19
ENSG00000153093	110732539	111120610	ACOXL	2
ENSG00000270457	59289303	59289640	AC093424.1	1
ENSG00000255236	68121624	68130518	AP002992.1	11
ENSG00000269032	58586158	58586356	AC016629.1	19
ENSG00000269600	58593134	58599355	AC016629.2	19
ENSG00000236330	110967834	110968719	RPL5P9	2
ENSG00000172456	59296638	59810647	FGGY	1
ENSG00000172965	111006015	111523376	MIR4435-2HG	2
ENSG00000114544	126006357	126101561	SLC41A3	3
ENSG00000110066	68154863	68213828	KMT5B	11
ENSG00000248607	126056923	126058228	AC117422.1	3
ENSG00000250012	126083659	126095349	AC079848.1	3
ENSG00000171067	68261338	68272001	C11orf24	11
ENSG00000266150	59733227	59733296	MIR4711	1
ENSG00000226883	59754747	59789182	AL035416.1	1
ENSG00000286369	68272102	68284879	AP002813.1	11
ENSG00000134709	59814786	59876322	HOOK1	1
ENSG00000162337	68312591	68449275	LRP5	11
ENSG00000204581	111098345	111116407	ACOXL-AS1	2
ENSG00000134716	59893308	59926773	CYP2J2	1
ENSG00000265535	59974757	59975054	RN7SL475P	1
ENSG00000162598	59987269	60073770	C1orf87	1
ENSG00000153094	111119378	111168445	BCL2L11	2
ENSG00000144908	126103562	126197994	ALDH1L1	3
ENSG00000229332	60097415	60097976	PGBD4P8	1
ENSG00000238242	60114875	60149784	LINC02778	1
ENSG00000110075	68460731	68615334	PPP6R3	11
ENSG00000226476	60515716	60640507	LINC01748	1
ENSG00000231252	60659631	60868009	AC099792.1	1
ENSG00000250218	126103640	126108069	ALDH1L1-AS1	3
ENSG00000272020	126160283	126160445	RNU1-30P	3
ENSG00000246022	126180012	126210169	ALDH1L1-AS2	3
ENSG00000287232	126213204	126247714	AC079848.2	3
ENSG00000250934	126266747	126291525	AC016924.1	3
ENSG00000230499	111195963	111206494	AC108463.2	2
ENSG00000227992	111203964	111206215	AC108463.1	2
ENSG00000271590	111210995	111212476	AC108463.3	2
ENSG00000229118	111265283	111279880	AC068491.1	2
ENSG00000270190	111266868	111267473	AC068491.2	2
ENSG00000251448	126288123	126301213	AC063919.1	3
ENSG00000226928	111295629	111296046	RPS14P4	2
ENSG00000266139	111321013	111321086	MIR4435-2	2
ENSG00000287440	126312385	126323406	AC063919.2	3
ENSG00000223973	111383752	111384992	PAFAH1B1P2	2
ENSG00000285016	111429324	111699033	AC017002.3	2
ENSG00000163884	126342635	126357408	KLF15	3
ENSG00000280878	111468810	111637967	AC017002.2	2
ENSG00000249833	126393032	126394851	CCDC37-DT	3
ENSG00000240350	111491272	111570974	SOCAR	2
ENSG00000271635	111558413	111559937	DBF4P2	2
ENSG00000225744	111607841	111612518	AC017002.1	2
ENSG00000163885	126394909	126436556	CFAP100	3
ENSG00000153107	111611639	111884690	ANAPC1	2
ENSG00000279328	126432796	126434569	AC073439.1	3
ENSG00000070476	126437601	126475891	ZXDC	3
ENSG00000162599	60865259	61462788	NFIA	1
ENSG00000237928	60912675	61056885	NFIA-AS2	1
ENSG00000159650	126481166	126517773	UROC1	3
ENSG00000237853	61248945	61253510	NFIA-AS1	1
ENSG00000237583	111675026	111675343	RPL34P8	2
ENSG00000284808	61481087	61533271	AC099791.3	1
ENSG00000227842	111717508	111717837	AC093166.1	2
ENSG00000287224	61588049	61589904	AC099791.4	1
ENSG00000223920	61654194	61654908	AC099791.1	1
ENSG00000228615	111742586	111744662	CENPNP2	2
ENSG00000266063	111771061	111771134	MIR4771-2	2
ENSG00000230958	111865798	111866405	AC093166.2	2
ENSG00000236307	111887914	111888741	EEF1E1P1	2
ENSG00000180767	126524155	126543291	CHST13	3
ENSG00000162604	61681046	61725423	TM2D1	1
ENSG00000180697	126526999	126558965	C3orf22	3
ENSG00000201968	126564565	126564678	RNA5SP138	3
ENSG00000271200	61741998	61742424	AC099791.2	1
ENSG00000197763	126571779	126655124	TXNRD3	3
ENSG00000153208	111898607	112029561	MERTK	2
ENSG00000110931	121237675	121298308	CAMKK2	12
ENSG00000248557	126624792	126626061	AC024558.1	3
ENSG00000240183	111930175	111930467	RN7SL297P	2
ENSG00000225496	111940302	111941036	RTRAFP1	2
ENSG00000198284	126660609	126671939	NUP210P1	3
ENSG00000232277	111952144	111952671	SLC30A6P1	2
ENSG00000286904	112039378	112055337	AC093675.1	2
ENSG00000248850	126672106	126673223	AC078867.1	3
ENSG00000089053	121308245	121399896	ANAPC5	12
ENSG00000159685	126704240	126960420	CHCHD6	3
ENSG00000153214	112055269	112119318	TMEM87B	2
ENSG00000287141	112061084	112063709	AC093675.2	2
ENSG00000249558	126766434	126767475	RCC2P4	3
ENSG00000280053	126973065	126976426	AC011199.1	3
ENSG00000144152	112138385	112188218	FBLN7	2
ENSG00000278962	112188364	112190635	AC092645.1	2
ENSG00000114554	126988594	127037392	PLXNA1	3
ENSG00000287784	127165506	127218473	AC112482.2	3
ENSG00000214324	127193131	127198185	C3orf56	3
ENSG00000212556	127202372	127202473	Y_RNA	3
ENSG00000243016	127221194	127221881	AC112482.1	3
ENSG00000201288	127240968	127241074	RNU6-1047P	3
ENSG00000286919	127274581	127278304	AC133681.1	3
ENSG00000144161	112211529	112255136	ZC3H8	2
ENSG00000239620	127283783	127288046	PRR20G	3
ENSG00000244215	127322307	127390670	LINC02016	3
ENSG00000286545	112239621	112244375	AC092645.2	2
ENSG00000254856	68488609	68488840	NDUFA3P2	11
ENSG00000260808	68612899	68616711	AP003096.1	11
ENSG00000239921	127480690	127537817	LINC01471	3
ENSG00000069482	68683779	68691175	GAL	11
ENSG00000188177	112275597	112340063	ZC3H6	2
ENSG00000235258	112286057	112286422	NDUFB4P6	2
ENSG00000236555	112346011	112346258	AC115115.1	2
ENSG00000132749	68707440	68751520	TESMIN	11
ENSG00000240562	127489553	127490787	AC016968.1	3
ENSG00000282975	127537937	127540485	LINC02034	3
ENSG00000258435	121391962	121399859	AC048337.1	12
ENSG00000170633	121400041	121430623	RNF34	12
ENSG00000132849	61742477	62178675	PATJ	1
ENSG00000110090	68754620	68844410	CPT1A	11
ENSG00000200575	61816419	61816522	RNU6-414P	1
ENSG00000212360	61852499	61852602	RNU6-1177P	1
ENSG00000236646	62038842	62039111	LAMTOR5P1	1
ENSG00000250508	68870664	68874542	LINC02701	11
ENSG00000242860	62072448	62072741	RN7SL180P	1
ENSG00000263908	62078786	62078859	MIR3116-1	1
ENSG00000283690	62078789	62078856	MIR3116-2	1
ENSG00000234204	62189131	62189953	PIGPP2	1
ENSG00000169629	112368369	112434488	RGPD8	2
ENSG00000234088	62190522	62190926	RPS15AP7	1
ENSG00000240563	62194849	62212328	L1TD1	1
ENSG00000237227	62208136	62208442	AL162739.1	1
ENSG00000200174	62211557	62211666	Y_RNA	1
ENSG00000283698	112439312	112469687	VINAC1P	2
ENSG00000197345	68891276	68903835	MRPL21	11
ENSG00000132854	62236165	62319434	KANK4	1
ENSG00000114999	112482156	112541739	TTL	2
ENSG00000163870	127571232	127598267	TPRA1	3
ENSG00000201153	62298149	62298256	RNU6-371P	1
ENSG00000282860	127571232	127571838	AC084035.1	3
ENSG00000275067	127575266	127575331	MIR6825	3
ENSG00000276083	127587111	127587176	MIR7976	3
ENSG00000089094	121429096	121581023	KDM2B	12
ENSG00000162607	62436297	62451804	USP1	1
ENSG00000073111	127598410	127622436	MCM2	3
ENSG00000284402	121444273	121444352	MIR7107	12
ENSG00000256742	121580792	121593504	KDM2B-DT	12
ENSG00000252393	121604902	121605012	RNU6-1004P	12
ENSG00000276045	121626550	121642677	ORAI1	12
ENSG00000285600	127620106	127629049	AC023593.1	3
ENSG00000139714	121648742	121672631	MORN3	12
ENSG00000286586	121687187	121689380	AC084018.3	12
ENSG00000114631	127629185	127672802	PODXL2	3
ENSG00000114626	127672935	127680926	ABTB1	3
ENSG00000188735	121712752	121783001	TMEM120B	12
ENSG00000116641	62454298	62688386	DOCK7	1
ENSG00000125630	112541915	112579818	POLR1B	2
ENSG00000132740	68903863	68940602	IGHMBP2	11
ENSG00000139725	121777754	121803403	RHOF	12
ENSG00000207383	112579484	112579584	Y_RNA	2
ENSG00000125611	112584240	112589275	CHCHD5	2
ENSG00000212694	121795267	121803906	LINC01089	12
ENSG00000255741	68941503	68942852	AP000808.1	11
ENSG00000243389	112589040	112614431	AC012442.2	2
ENSG00000172938	68980021	68980986	MRGPRD	11
ENSG00000228251	112590796	112591939	AC012442.1	2
ENSG00000261625	69000765	69002048	AP003071.4	11
ENSG00000231747	112621809	112622167	AC079922.1	2
ENSG00000261276	69004394	69005100	AP003071.3	11
ENSG00000272849	121797511	121801972	AC084018.1	12
ENSG00000237753	112641832	112645720	AC079922.2	2
ENSG00000274292	121800797	121803403	AC084018.2	12
ENSG00000172935	69004395	69013382	MRGPRF	11
ENSG00000074416	127689062	128052190	MGLL	3
ENSG00000256508	69012283	69018447	MRGPRF-AS1	11
ENSG00000139718	121804009	121832656	SETD1B	12
ENSG00000287143	127837436	127845499	AC117480.1	3
ENSG00000187715	127915232	127987671	KBTBD12	3
ENSG00000144136	112645939	112663825	SLC20A1	2
ENSG00000201210	127963608	127963724	RNA5SP139	3
ENSG00000144130	112721486	112742879	NT5DC4	2
ENSG00000058262	128051641	128071683	SEC61A1	3
ENSG00000158104	121839527	121863596	HPD	12
ENSG00000256811	121856259	121857059	AC079360.1	12
ENSG00000278084	121874193	121874337	AC069503.3	12
ENSG00000287493	121887540	121888643	AC069503.5	12
ENSG00000162341	69048932	69136316	TPCN2	11
ENSG00000169607	112736349	112764664	CKAP2L	2
ENSG00000175792	128064778	128153914	RUVBL1	3
ENSG00000110801	121888732	121918297	PSMD9	12
ENSG00000256950	121888809	121921470	AC069503.2	12
ENSG00000115008	112773925	112784493	IL1A	2
ENSG00000287725	69072915	69162440	AP003071.5	11
ENSG00000283389	121897583	121897826	Metazoa_SRP	12
ENSG00000239082	121908103	121908163	RNU7-170P	12
ENSG00000287937	112817076	112824457	AC079753.2	2
ENSG00000265539	69083176	69083258	MIR3164	11
ENSG00000260895	69103493	69109094	AP003071.1	11
ENSG00000261070	69147228	69171564	AP003071.2	11
ENSG00000284713	69155478	69159752	SMIM38	11
ENSG00000172927	69294151	69367726	MYEOV	11
ENSG00000222627	128075073	128075249	RNU2-37P	3
ENSG00000239608	128075810	128079056	RUVBL1-AS1	3
ENSG00000212344	128141875	128141977	RNU6-823P	3
ENSG00000158023	121918592	122003927	CFAP251	12
ENSG00000132394	128153481	128408646	EEFSEC	3
ENSG00000285619	128181402	128194452	AL449214.1	3
ENSG00000255856	122007434	122020063	AC069503.1	12
ENSG00000125538	112829751	112836816	IL1B	2
ENSG00000179407	128462439	128467248	DNAJB8	3
ENSG00000242049	128463594	128472317	DNAJB8-AS1	3
ENSG00000213275	69303412	69303807	IFITM9P	11
ENSG00000280228	112840328	112844195	AC079753.1	2
ENSG00000110987	122019422	122062044	BCL7A	12
ENSG00000260877	69371463	69372512	AP005233.2	11
ENSG00000180152	112853328	112854122	XIAPP3	2
ENSG00000259854	69414307	69416832	AP005233.1	11
ENSG00000255980	69425690	69429621	AP000439.2	11
ENSG00000256546	122063306	122068616	AC156455.1	12
ENSG00000255606	69438365	69444743	AP000439.1	11
ENSG00000261347	69467598	69469705	AP000439.3	11
ENSG00000255774	69475567	69481545	LINC02747	11
ENSG00000285094	69481662	69494952	LINC01488	11
ENSG00000179348	128479427	128493201	GATA2	3
ENSG00000244300	128489212	128502970	GATA2-AS1	3
ENSG00000239405	128538020	128538631	TMED10P2	3
ENSG00000286806	128563316	128564431	AC080005.1	3
ENSG00000198685	128572000	128576086	LINC01565	3
ENSG00000110092	69641156	69654474	CCND1	11
ENSG00000149716	69653076	69675416	LTO1	11
ENSG00000175727	122078756	122147344	MLXIP	12
ENSG00000125571	112912971	112918882	IL37	2
ENSG00000163902	128619969	128681075	RPN1	3
ENSG00000277250	128673681	128674021	Metazoa_SRP	3
ENSG00000242551	128674735	128677005	POU5F1P6	3
ENSG00000158113	122167738	122203471	LRRC43	12
ENSG00000227368	112932625	112933171	CDK8P2	2
ENSG00000075785	128693669	128825942	RAB7A	3
ENSG00000136688	112973203	112985658	IL36G	2
ENSG00000207130	128714571	128714705	AC079945.1	3
ENSG00000239503	128748538	128749489	MARK2P8	3
ENSG00000204671	122172029	122174221	IL31	12
ENSG00000242992	128764466	128765018	FTH1P4	3
ENSG00000236124	112981166	112981434	HMGN2P23	2
ENSG00000244232	128785147	128785448	RN7SL698P	3
ENSG00000239483	128798841	128799201	RPS15AP16	3
ENSG00000244065	128843564	128844404	MARK2P17	3
ENSG00000232090	112995517	112995937	POLR2DP1	2
ENSG00000243022	128848673	128849399	MARK3P3	3
ENSG00000176383	122203681	122208952	B3GNT4	12
ENSG00000242062	128852112	128853008	MARK2P6	3
ENSG00000261159	128859716	128860526	AC112484.3	3
ENSG00000231305	128860620	128871540	AC112484.1	3
ENSG00000136694	113005459	113008044	IL36A	2
ENSG00000250796	128869624	128870026	AC112484.2	3
ENSG00000287110	128872349	128876218	AC112484.5	3
ENSG00000162344	69698238	69704022	FGF19	11
ENSG00000256441	69737298	69738017	DNAJB6P5	11
ENSG00000284934	122207662	122227534	AC048338.2	12
ENSG00000075388	69771022	69775341	FGF4	11
ENSG00000177646	128879596	128916067	ACAD9	3
ENSG00000136696	113022089	113052867	IL36B	2
ENSG00000186895	69809968	69819416	FGF3	11
ENSG00000260348	69909184	69910994	AP007216.1	11
ENSG00000260679	69921638	69926813	AP007216.2	11
ENSG00000255191	69985876	70015815	AP003555.2	11
ENSG00000254605	70014858	70021059	AP003555.1	11
ENSG00000248844	70056230	70065371	LINC02753	11
ENSG00000136695	113058638	113065382	IL36RN	2
ENSG00000254417	70072434	70075433	LINC02584	11
ENSG00000202070	70075363	70075469	RNU6-1175P	11
ENSG00000184047	122207663	122227456	DIABLO	12
ENSG00000136697	113067970	113075843	IL1F10	2
ENSG00000201805	113086805	113086911	RNU6-1180P	2
ENSG00000136689	113107214	113134016	IL1RN	2
ENSG00000125637	113157325	113209396	PSD4	2
ENSG00000114656	128909866	129002690	CFAP92	3
ENSG00000279507	128914833	128915060	AC112484.4	3
ENSG00000114654	129001629	129040742	EFCC1	3
ENSG00000249505	129045763	129046921	AC108673.1	3
ENSG00000169704	129060779	129062406	GP9	3
ENSG00000256861	122207779	122266423	AC048338.1	12
ENSG00000131620	70078302	70189528	ANO1	11
ENSG00000234174	113171535	113175360	AC016683.1	2
ENSG00000172780	129087569	129122801	RAB43	3
ENSG00000189223	113211421	113276581	PAX8-AS1	2
ENSG00000255143	70129297	70149623	AP000879.2	11
ENSG00000254902	70187788	70188509	ANO1-AS1	11
ENSG00000168040	70203296	70207390	FADD	11
ENSG00000254721	70206291	70207390	AP000879.1	11
ENSG00000261796	129087575	129161036	ISY1-RAB43	3
ENSG00000273174	129123439	129124003	AC108673.2	3
ENSG00000139719	122229564	122266494	VPS33A	12
ENSG00000240682	129127415	129161063	ISY1	3
ENSG00000273437	129163606	129163940	AC108673.3	3
ENSG00000270549	62530636	62530873	AL451044.1	1
ENSG00000169714	129167827	129183922	CNBP	3
ENSG00000132855	62597520	62606313	ANGPTL3	1
ENSG00000278967	62607766	62609584	AL138847.2	1
ENSG00000213703	62641122	62641667	AL138847.1	1
ENSG00000235545	62688482	62710694	AC103923.1	1
ENSG00000241673	129218093	129218350	RPS27P12	3
ENSG00000125703	62784132	62865516	ATG4C	1
ENSG00000181789	129249606	129277773	COPG1	3
ENSG00000234318	62896009	62901639	AC099794.1	1
ENSG00000278658	129272146	129272243	MIR6826	3
ENSG00000237163	62905180	62905482	AC099794.2	1
ENSG00000286729	129277753	129278782	AC137695.3	3
ENSG00000125618	113215997	113278921	PAX8	2
ENSG00000229537	62975751	63022504	LINC01739	1
ENSG00000131626	70270690	70385312	PPFIA1	11
ENSG00000286455	63011197	63018614	AL162400.3	1
ENSG00000227485	63024207	63025658	AL162400.1	1
ENSG00000229225	63078081	63079031	AL162400.2	1
ENSG00000203605	63139250	63163153	AC096543.1	1
ENSG00000224209	63159083	63317274	LINC00466	1
ENSG00000234997	113325372	113425548	AC016745.1	2
ENSG00000231292	113406396	113406872	IGKV1OR2-108	2
ENSG00000272563	113432600	113436042	AC016745.2	2
ENSG00000183624	129278828	129306186	HMCES	3
ENSG00000252259	63186336	63186450	RNA5SP49	1
ENSG00000228734	63249920	63251771	AC096543.2	1
ENSG00000223683	63262113	63262707	RPSAP65	1
ENSG00000230798	63320884	63324441	FOXD3-AS1	1
ENSG00000187140	63322567	63325128	FOXD3	1
ENSG00000275836	63326925	63326984	MIR6068	1
ENSG00000252784	63338263	63338372	Y_RNA	1
ENSG00000236674	63359823	63361179	AL049636.1	1
ENSG00000184897	129314771	129316286	H1-10	3
ENSG00000206417	129315392	129326225	H1-10-AS1	3
ENSG00000248916	129323046	129325426	NUP210P3	3
ENSG00000270492	129334586	129335074	AC137695.1	3
ENSG00000270773	129345411	129346164	AC137695.2	3
ENSG00000130779	122271432	122422632	CLIP1	12
ENSG00000244932	129381298	129394149	AL449212.1	3
ENSG00000255329	70278921	70279297	H2AZP4	11
ENSG00000254604	70282367	70363368	AP002336.2	11
ENSG00000221333	70283955	70284070	MIR548K	11
ENSG00000251474	129382922	129399655	RPL32P3	3
ENSG00000254484	70319928	70321415	AP002336.1	11
ENSG00000255539	70324871	70327209	AP002336.3	11
ENSG00000254495	70358198	70358677	AP000487.2	11
ENSG00000246889	70372246	70398488	AP000487.1	11
ENSG00000207088	129397210	129397348	SNORA7B	3
ENSG00000172771	129401321	129428651	EFCAB12	3
ENSG00000088035	63367575	63438553	ALG6	1
ENSG00000214760	122364782	122365632	RPL21P1	12
ENSG00000257097	122395542	122400857	CLIP1-AS1	12
ENSG00000142856	63440770	63593721	ITGB3BP	1
ENSG00000033030	122471599	122501073	ZCCHC8	12
ENSG00000129071	129430947	129440179	MBD4	3
ENSG00000085733	70398404	70436584	CTTN	11
ENSG00000252192	122492113	122492241	AC127002.1	12
ENSG00000275265	122501187	122501641	AC127002.2	12
ENSG00000136682	113437691	113496204	CBWD2	2
ENSG00000286429	63487957	63508204	BX004807.1	1
ENSG00000111011	122503454	122527000	RSRC2	12
ENSG00000203965	63523372	63572693	EFCAB7	1
ENSG00000264271	63529613	63529898	RN7SL488P	1
ENSG00000251720	63536711	63536770	RNU7-123P	1
ENSG00000116652	63547082	63550636	DLEU2L	1
ENSG00000276884	63548977	63549112	AL109925.3	1
ENSG00000278287	63549133	63549216	AL109925.6	1
ENSG00000277565	63549227	63549284	AL109925.4	1
ENSG00000275823	63549294	63549366	AL109925.2	1
ENSG00000277689	63549374	63549463	AL109925.5	1
ENSG00000274199	63549489	63549608	AL109925.1	1
ENSG00000079739	63593411	63660245	PGM1	1
ENSG00000244256	63655743	63656047	RN7SL130P	1
ENSG00000184445	122527246	122626396	KNTC1	12
ENSG00000185483	63774017	64181498	ROR1	1
ENSG00000184492	113498665	113501155	FOXD4L1	2
ENSG00000234148	113512222	113515488	LINC01961	2
ENSG00000177452	63788721	63789304	AL161742.1	1
ENSG00000228056	63843196	63843685	CFL1P3	1
ENSG00000207190	64028894	64029000	RNU6-809P	1
ENSG00000200508	64066640	64066741	Y_RNA	1
ENSG00000231943	113526836	113542694	PGM5P4-AS1	2
ENSG00000223949	64094379	64171342	ROR1-AS1	1
ENSG00000284928	64186791	64192685	AL445205.1	1
ENSG00000225398	113541937	113563298	PGM5P4	2
ENSG00000226516	113577382	113578852	FAM138B	2
ENSG00000287165	113582354	113583152	AL078621.2	2
ENSG00000221055	113582959	113583096	MIR1302-3	2
ENSG00000146556	113588550	113599043	WASH2P	2
ENSG00000236397	113599036	113601261	DDX11L2	2
ENSG00000177414	64203627	64267368	UBE2U	1
ENSG00000279267	113605867	113607908	AL078621.1	2
ENSG00000162105	70467856	71252577	SHANK2	11
ENSG00000240356	113610502	113627090	RPL23AP7	2
ENSG00000238653	64384398	64384459	RNU7-62P	1
ENSG00000158966	64470129	64693058	CACHD1	1
ENSG00000264470	64579847	64579923	MIR4794	1
ENSG00000144134	113627229	113643396	RABL2A	2
ENSG00000162437	64745095	64833232	RAVER2	1
ENSG00000255972	122563735	122563762	AC026333.1	12
ENSG00000274191	122634130	122634673	AC026333.4	12
ENSG00000256249	122687125	122715979	AC026333.3	12
ENSG00000182782	122701293	122703357	HCAR2	12
ENSG00000255398	122714756	122716811	HCAR3	12
ENSG00000196917	122726076	122730844	HCAR1	12
ENSG00000256044	122749481	122749586	AC026333.2	12
ENSG00000227726	70477277	70477592	AP001271.1	11
ENSG00000279459	70603304	70604859	AP001271.2	11
ENSG00000226627	70626441	70635658	SHANK2-AS1	11
ENSG00000236262	70646165	70647562	SHANK2-AS2	11
ENSG00000144158	113657908	113658675	SNRPA1P1	2
ENSG00000207196	70705167	70705269	Y_RNA	11
ENSG00000175509	113667478	113668621	ACRP1	2
ENSG00000280089	70705605	70706068	AP000590.1	11
ENSG00000233479	113669166	113673191	AC017074.2	2
ENSG00000171671	70862790	70865115	SHANK2-AS3	11
ENSG00000227359	113677702	113704078	AC017074.1	2
ENSG00000263744	70872270	70872368	MIR3664	11
ENSG00000286708	70886090	70896305	AP003783.1	11
ENSG00000202427	113681111	113681217	RNU6-744P	2
ENSG00000139726	122752824	122771064	DENR	12
ENSG00000206914	122768099	122768200	Y_RNA	12
ENSG00000172900	71382601	71423423	ACTE1P	11
ENSG00000115084	113705011	113756693	SLC35F5	2
ENSG00000172893	71428193	71452868	DHCR7	11
ENSG00000130783	122774526	122827528	CCDC62	12
ENSG00000130787	122834453	122862961	HIP1R	12
ENSG00000265429	113721290	113721368	MIR4782	2
ENSG00000244063	113829390	113831119	AC104653.2	2
ENSG00000228857	113831049	113843356	AC104653.1	2
ENSG00000270019	113888203	113889750	AC110769.2	2
ENSG00000115091	113890063	113962596	ACTR3	2
ENSG00000254682	71448674	71452157	AP002387.1	11
ENSG00000279957	113904086	113905258	AC110769.3	2
ENSG00000172890	71453109	71524107	NADSYN1	11
ENSG00000234199	113970719	114007304	LINC01191	2
ENSG00000139722	122865330	122896127	VPS37B	12
ENSG00000243179	113979909	113983258	AC110769.1	2
ENSG00000212182	114005440	114005655	U3	2
ENSG00000286513	114114679	114117390	AC010982.2	2
ENSG00000256152	122865335	122867021	AC027290.1	12
ENSG00000235242	114122274	114123293	AC010982.1	2
ENSG00000280138	122870059	122888720	AC027290.2	12
ENSG00000231926	114260050	114261226	SEPHS1P7	2
ENSG00000222923	114420125	114420302	RNU2-41P	2
ENSG00000175497	114442299	115845780	DPP10	2
ENSG00000162434	64833229	65067754	JAK1	1
ENSG00000234784	64918443	64918683	AL606517.2	1
ENSG00000233877	64941979	64942365	AL606517.1	1
ENSG00000226891	64972225	65002489	LINC01359	1
ENSG00000278349	71473503	71473568	MIR6754	11
ENSG00000254924	71506061	71506380	AP000867.2	11
ENSG00000244411	71527267	71528669	KRTAP5-7	11
ENSG00000185031	64984608	64986087	SLC2A3P2	1
ENSG00000241233	71538025	71539209	KRTAP5-8	11
ENSG00000272506	65003470	65004087	AL357078.2	1
ENSG00000212257	65022968	65023074	RNU6-1176P	1
ENSG00000265996	65057755	65057842	MIR3671	1
ENSG00000254997	71548420	71549608	KRTAP5-9	11
ENSG00000199135	65058434	65058508	MIR101-1	1
ENSG00000286948	71563389	71565608	AP000867.5	11
ENSG00000235804	65077413	65078131	AL357078.1	1
ENSG00000234496	65092392	65092614	MRPS21P1	1
ENSG00000204572	71565563	71566735	KRTAP5-10	11
ENSG00000248903	71568680	71568934	AP000867.1	11
ENSG00000204571	71579714	71603353	KRTAP5-11	11
ENSG00000249387	71579728	71579848	KRTAP5-14P	11
ENSG00000184055	71593454	71594382	OR7E87P	11
ENSG00000162433	65147549	65232145	AK4	1
ENSG00000255562	71603260	71608040	UNC93B6	11
ENSG00000255261	71620020	71621032	OR7E4P	11
ENSG00000255415	71629045	71629421	AP000867.3	11
ENSG00000284625	71639551	71639769	AP000867.4	11
ENSG00000239481	71669520	71670297	RPS3AP41	11
ENSG00000231622	65154480	65154650	RPS29P7	1
ENSG00000248671	71673885	71818238	ALG1L9P	11
ENSG00000116675	65248219	65415871	DNAJC6	1
